NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
102900036,03598,청파초등학교,126.9633754859,37.5485834792,마을버스,11030710,청파동,11030,용산구
102900062,03688,청파초등학교,126.9635056923,37.5484699816,마을버스,11030710,청파동,11030,용산구
102900061,03699,배문중고교,126.963728852,37.550381273,마을버스,11030710,청파동,11030,용산구
102900060,03700,만리시장입구,126.9631453007,37.5517759871,마을버스,11030710,청파동,11030,용산구
102900090,03709,청암자이아파트,126.9485683053,37.5348672272,마을버스,11030570,원효로2동,11030,용산구
102900092,03737,도원삼성래미안아파트단지내,126.9553881353,37.5381983039,마을버스,11030590,용문동,11030,용산구
102900086,03742,한남동주민센터,127.000603,37.534102,마을버스,11030740,한남동,11030,용산구
102900088,03743,용산CJ나인파크,126.9695530125,37.5358706647,마을버스,11030720,원효로1동,11030,용산구
102900087,03744,용산e편한세상,126.9672212005,37.5344621995,마을버스,11030720,원효로1동,11030,용산구
102900095,03753,필리핀대사관,126.995093255,37.5406999627,마을버스,11030660,이태원2동,11030,용산구
102900094,03754,필리핀대사관,126.9951600296,37.5405702075,마을버스,11030660,이태원2동,11030,용산구
