시설종류,기준,게이트_WKT
어린이집,점50m,"POLYGON ((126.982256 37.547431, 126.982253 37.547386, 126.982245 37.547343, 126.982231 37.5473, 126.982213 37.547258, 126.982189 37.547218, 126.98216 37.54718, 126.982127 37.547145, 126.98209 37.547112, 126.982049 37.547082, 126.982004 37.547056, 126.981957 37.547033, 126.981906 37.547014, 126.981854 37.546999, 126.9818 37.546989, 126.981745 37.546982, 126.98169 37.54698, 126.981634 37.546982, 126.98158 37.546989, 126.981526 37.546999, 126.981473 37.547014, 126.981423 37.547033, 126.981376 37.547056, 126.981331 37.547082, 126.98129 37.547112, 126.981252 37.547145, 126.981219 37.54718, 126.981191 37.547218, 126.981167 37.547258, 126.981148 37.5473, 126.981135 37.547342, 126.981127 37.547386, 126.981124 37.54743, 126.981127 37.547475, 126.981135 37.547518, 126.981148 37.547561, 126.981167 37.547603, 126.981191 37.547643, 126.981219 37.547681, 126.981252 37.547716, 126.98129 37.547749, 126.981331 37.547779, 126.981375 37.547805, 126.981423 37.547828, 126.981473 37.547847, 126.981525 37.547862, 126.981579 37.547872, 126.981634 37.547879, 126.98169 37.547881, 126.981745 37.547879, 126.9818 37.547872, 126.981854 37.547862, 126.981906 37.547847, 126.981956 37.547828, 126.982004 37.547805, 126.982049 37.547779, 126.98209 37.547749, 126.982127 37.547716, 126.98216 37.547681, 126.982189 37.547643, 126.982212 37.547603, 126.982231 37.547561, 126.982245 37.547518, 126.982253 37.547475, 126.982256 37.547431))"
어린이집,점50m,"POLYGON ((127.001038 37.534533, 127.001035 37.534489, 127.001027 37.534445, 127.001014 37.534402, 127.000995 37.534361, 127.000971 37.534321, 127.000943 37.534283, 127.000909 37.534247, 127.000872 37.534214, 127.000831 37.534185, 127.000786 37.534158, 127.000739 37.534136, 127.000689 37.534117, 127.000636 37.534102, 127.000583 37.534091, 127.000528 37.534085, 127.000472 37.534083, 127.000417 37.534085, 127.000362 37.534091, 127.000308 37.534102, 127.000256 37.534117, 127.000206 37.534136, 127.000158 37.534158, 127.000113 37.534185, 127.000072 37.534214, 127.000035 37.534247, 127.000002 37.534283, 126.999973 37.534321, 126.99995 37.534361, 126.999931 37.534402, 126.999917 37.534445, 126.999909 37.534489, 126.999906 37.534533, 126.999909 37.534577, 126.999917 37.534621, 126.999931 37.534664, 126.99995 37.534705, 126.999973 37.534745, 127.000002 37.534783, 127.000035 37.534819, 127.000072 37.534852, 127.000113 37.534881, 127.000158 37.534908, 127.000206 37.53493, 127.000256 37.534949, 127.000308 37.534964, 127.000362 37.534975, 127.000417 37.534981, 127.000472 37.534984, 127.000528 37.534981, 127.000583 37.534975, 127.000636 37.534964, 127.000689 37.534949, 127.000739 37.53493, 127.000786 37.534908, 127.000831 37.534881, 127.000872 37.534852, 127.00091 37.534819, 127.000943 37.534783, 127.000971 37.534745, 127.000995 37.534705, 127.001014 37.534664, 127.001027 37.534621, 127.001035 37.534577, 127.001038 37.534533))"
어린이집,점50m,"POLYGON ((126.967538 37.549425, 126.967535 37.549381, 126.967527 37.549337, 126.967514 37.549294, 126.967495 37.549252, 126.967471 37.549212, 126.967443 37.549174, 126.96741 37.549139, 126.967372 37.549106, 126.967331 37.549076, 126.967287 37.54905, 126.967239 37.549027, 126.967189 37.549008, 126.967137 37.548993, 126.967083 37.548983, 126.967028 37.548976, 126.966972 37.548974, 126.966917 37.548976, 126.966862 37.548983, 126.966808 37.548993, 126.966756 37.549008, 126.966706 37.549027, 126.966658 37.54905, 126.966613 37.549076, 126.966572 37.549106, 126.966535 37.549139, 126.966502 37.549174, 126.966473 37.549212, 126.96645 37.549252, 126.966431 37.549294, 126.966417 37.549336, 126.966409 37.54938, 126.966406 37.549424, 126.966409 37.549469, 126.966417 37.549512, 126.966431 37.549555, 126.966449 37.549597, 126.966473 37.549637, 126.966502 37.549675, 126.966535 37.54971, 126.966572 37.549743, 126.966613 37.549773, 126.966658 37.549799, 126.966705 37.549822, 126.966755 37.549841, 126.966808 37.549856, 126.966862 37.549866, 126.966917 37.549873, 126.966972 37.549875, 126.967027 37.549873, 126.967082 37.549866, 126.967136 37.549856, 126.967189 37.549841, 126.967239 37.549822, 126.967286 37.549799, 126.967331 37.549773, 126.967372 37.549743, 126.967409 37.54971, 126.967443 37.549675, 126.967471 37.549637, 126.967495 37.549597, 126.967514 37.549555, 126.967527 37.549513, 126.967535 37.549469, 126.967538 37.549425))"
어린이집,점50m,"POLYGON ((126.963923 37.543547, 126.96392 37.543503, 126.963912 37.543459, 126.963899 37.543416, 126.96388 37.543375, 126.963856 37.543335, 126.963828 37.543297, 126.963795 37.543261, 126.963758 37.543229, 126.963716 37.543199, 126.963672 37.543172, 126.963624 37.54315, 126.963574 37.543131, 126.963522 37.543116, 126.963468 37.543105, 126.963413 37.543099, 126.963358 37.543096, 126.963302 37.543099, 126.963247 37.543105, 126.963193 37.543116, 126.963141 37.543131, 126.963091 37.54315, 126.963043 37.543172, 126.962999 37.543199, 126.962957 37.543228, 126.96292 37.543261, 126.962887 37.543296, 126.962859 37.543334, 126.962835 37.543374, 126.962816 37.543416, 126.962803 37.543459, 126.962794 37.543503, 126.962792 37.543547, 126.962794 37.543591, 126.962802 37.543635, 126.962816 37.543678, 126.962835 37.543719, 126.962858 37.543759, 126.962887 37.543797, 126.96292 37.543833, 126.962957 37.543865, 126.962998 37.543895, 126.963043 37.543921, 126.96309 37.543944, 126.963141 37.543963, 126.963193 37.543978, 126.963247 37.543989, 126.963302 37.543995, 126.963357 37.543997, 126.963413 37.543995, 126.963468 37.543989, 126.963521 37.543978, 126.963574 37.543963, 126.963624 37.543944, 126.963672 37.543922, 126.963716 37.543895, 126.963757 37.543866, 126.963795 37.543833, 126.963828 37.543797, 126.963856 37.543759, 126.96388 37.543719, 126.963899 37.543678, 126.963912 37.543635, 126.96392 37.543591, 126.963923 37.543547))"
어린이집,점50m,"POLYGON ((126.986383 37.546136, 126.986381 37.546092, 126.986372 37.546048, 126.986359 37.546005, 126.98634 37.545964, 126.986317 37.545924, 126.986288 37.545886, 126.986255 37.54585, 126.986218 37.545818, 126.986177 37.545788, 126.986132 37.545761, 126.986084 37.545739, 126.986034 37.54572, 126.985982 37.545705, 126.985928 37.545694, 126.985873 37.545688, 126.985818 37.545686, 126.985762 37.545688, 126.985707 37.545694, 126.985653 37.545705, 126.985601 37.54572, 126.985551 37.545739, 126.985503 37.545761, 126.985459 37.545788, 126.985417 37.545817, 126.98538 37.54585, 126.985347 37.545886, 126.985319 37.545924, 126.985295 37.545964, 126.985276 37.546005, 126.985263 37.546048, 126.985254 37.546092, 126.985252 37.546136, 126.985254 37.54618, 126.985263 37.546224, 126.985276 37.546267, 126.985295 37.546308, 126.985318 37.546348, 126.985347 37.546386, 126.98538 37.546422, 126.985417 37.546455, 126.985458 37.546484, 126.985503 37.546511, 126.985551 37.546533, 126.985601 37.546552, 126.985653 37.546567, 126.985707 37.546578, 126.985762 37.546584, 126.985817 37.546587, 126.985873 37.546584, 126.985928 37.546578, 126.985982 37.546567, 126.986034 37.546552, 126.986084 37.546533, 126.986132 37.546511, 126.986176 37.546484, 126.986218 37.546455, 126.986255 37.546422, 126.986288 37.546386, 126.986316 37.546348, 126.98634 37.546308, 126.986359 37.546267, 126.986372 37.546224, 126.986381 37.54618, 126.986383 37.546136))"
어린이집,점50m,"POLYGON ((126.966593 37.553997, 126.966591 37.553953, 126.966582 37.553909, 126.966569 37.553867, 126.96655 37.553825, 126.966527 37.553785, 126.966498 37.553747, 126.966465 37.553711, 126.966428 37.553679, 126.966387 37.553649, 126.966342 37.553623, 126.966294 37.5536, 126.966244 37.553581, 126.966192 37.553566, 126.966138 37.553555, 126.966083 37.553549, 126.966028 37.553547, 126.965972 37.553549, 126.965917 37.553555, 126.965863 37.553566, 126.965811 37.553581, 126.965761 37.5536, 126.965713 37.553622, 126.965669 37.553649, 126.965627 37.553678, 126.96559 37.553711, 126.965557 37.553747, 126.965528 37.553785, 126.965505 37.553825, 126.965486 37.553866, 126.965472 37.553909, 126.965464 37.553953, 126.965462 37.553997, 126.965464 37.554041, 126.965472 37.554085, 126.965486 37.554128, 126.965505 37.554169, 126.965528 37.554209, 126.965557 37.554247, 126.96559 37.554283, 126.965627 37.554316, 126.965668 37.554345, 126.965713 37.554372, 126.96576 37.554394, 126.965811 37.554413, 126.965863 37.554428, 126.965917 37.554439, 126.965972 37.554445, 126.966027 37.554448, 126.966083 37.554445, 126.966138 37.554439, 126.966191 37.554428, 126.966244 37.554413, 126.966294 37.554395, 126.966342 37.554372, 126.966386 37.554345, 126.966427 37.554316, 126.966465 37.554283, 126.966498 37.554248, 126.966526 37.55421, 126.96655 37.55417, 126.966569 37.554128, 126.966582 37.554085, 126.966591 37.554041, 126.966593 37.553997))"
어린이집,점50m,"POLYGON ((126.955825 37.538307, 126.955822 37.538263, 126.955814 37.53822, 126.955801 37.538177, 126.955782 37.538135, 126.955758 37.538095, 126.95573 37.538057, 126.955697 37.538022, 126.95566 37.537989, 126.955618 37.537959, 126.955574 37.537933, 126.955526 37.53791, 126.955476 37.537891, 126.955424 37.537876, 126.95537 37.537865, 126.955315 37.537859, 126.95526 37.537857, 126.955204 37.537859, 126.955149 37.537865, 126.955095 37.537876, 126.955043 37.537891, 126.954993 37.53791, 126.954945 37.537933, 126.954901 37.537959, 126.954859 37.537988, 126.954822 37.538021, 126.954789 37.538057, 126.95476 37.538095, 126.954737 37.538135, 126.954718 37.538176, 126.954704 37.538219, 126.954696 37.538263, 126.954694 37.538307, 126.954696 37.538351, 126.954704 37.538395, 126.954718 37.538438, 126.954737 37.538479, 126.95476 37.538519, 126.954789 37.538557, 126.954822 37.538593, 126.954859 37.538626, 126.9549 37.538655, 126.954945 37.538682, 126.954992 37.538704, 126.955043 37.538723, 126.955095 37.538738, 126.955149 37.538749, 126.955204 37.538756, 126.955259 37.538758, 126.955314 37.538756, 126.955369 37.538749, 126.955423 37.538738, 126.955476 37.538723, 126.955526 37.538705, 126.955573 37.538682, 126.955618 37.538656, 126.955659 37.538626, 126.955696 37.538593, 126.95573 37.538558, 126.955758 37.53852, 126.955782 37.53848, 126.955801 37.538438, 126.955814 37.538395, 126.955822 37.538352, 126.955825 37.538307))"
어린이집,점50m,"POLYGON ((126.963548 37.541234, 126.963545 37.54119, 126.963537 37.541147, 126.963524 37.541104, 126.963505 37.541062, 126.963481 37.541022, 126.963453 37.540984, 126.96342 37.540949, 126.963382 37.540916, 126.963341 37.540886, 126.963297 37.54086, 126.963249 37.540837, 126.963199 37.540818, 126.963147 37.540803, 126.963093 37.540792, 126.963038 37.540786, 126.962982 37.540784, 126.962927 37.540786, 126.962872 37.540792, 126.962818 37.540803, 126.962766 37.540818, 126.962716 37.540837, 126.962668 37.54086, 126.962623 37.540886, 126.962582 37.540916, 126.962545 37.540948, 126.962512 37.540984, 126.962483 37.541022, 126.962459 37.541062, 126.962441 37.541103, 126.962427 37.541146, 126.962419 37.54119, 126.962416 37.541234, 126.962419 37.541278, 126.962427 37.541322, 126.962441 37.541365, 126.962459 37.541407, 126.962483 37.541446, 126.962512 37.541484, 126.962545 37.54152, 126.962582 37.541553, 126.962623 37.541582, 126.962668 37.541609, 126.962715 37.541631, 126.962765 37.54165, 126.962818 37.541665, 126.962872 37.541676, 126.962926 37.541683, 126.962982 37.541685, 126.963037 37.541683, 126.963092 37.541676, 126.963146 37.541665, 126.963198 37.541651, 126.963249 37.541632, 126.963296 37.541609, 126.963341 37.541583, 126.963382 37.541553, 126.963419 37.54152, 126.963452 37.541485, 126.963481 37.541447, 126.963505 37.541407, 126.963523 37.541365, 126.963537 37.541322, 126.963545 37.541279, 126.963548 37.541234))"
어린이집,점50m,"POLYGON ((126.973923 37.552385, 126.97392 37.552341, 126.973912 37.552297, 126.973899 37.552255, 126.97388 37.552213, 126.973856 37.552173, 126.973828 37.552135, 126.973795 37.552099, 126.973758 37.552067, 126.973716 37.552037, 126.973672 37.552011, 126.973624 37.551988, 126.973574 37.551969, 126.973522 37.551954, 126.973468 37.551943, 126.973413 37.551937, 126.973357 37.551935, 126.973302 37.551937, 126.973247 37.551943, 126.973193 37.551954, 126.973141 37.551969, 126.973091 37.551988, 126.973043 37.552011, 126.972998 37.552037, 126.972957 37.552067, 126.97292 37.552099, 126.972887 37.552135, 126.972858 37.552173, 126.972835 37.552213, 126.972816 37.552254, 126.972802 37.552297, 126.972794 37.552341, 126.972791 37.552385, 126.972794 37.552429, 126.972802 37.552473, 126.972816 37.552516, 126.972834 37.552557, 126.972858 37.552597, 126.972887 37.552635, 126.97292 37.552671, 126.972957 37.552704, 126.972998 37.552733, 126.973043 37.55276, 126.97309 37.552782, 126.973141 37.552801, 126.973193 37.552816, 126.973247 37.552827, 126.973302 37.552833, 126.973357 37.552836, 126.973413 37.552834, 126.973468 37.552827, 126.973521 37.552816, 126.973574 37.552801, 126.973624 37.552783, 126.973672 37.55276, 126.973716 37.552734, 126.973757 37.552704, 126.973795 37.552671, 126.973828 37.552636, 126.973856 37.552598, 126.97388 37.552558, 126.973899 37.552516, 126.973912 37.552473, 126.97392 37.552429, 126.973923 37.552385))"
어린이집,점50m,"POLYGON ((126.95605 37.539108, 126.956048 37.539064, 126.956039 37.53902, 126.956026 37.538977, 126.956007 37.538935, 126.955984 37.538895, 126.955955 37.538857, 126.955922 37.538822, 126.955885 37.538789, 126.955844 37.538759, 126.955799 37.538733, 126.955751 37.53871, 126.955701 37.538691, 126.955649 37.538677, 126.955595 37.538666, 126.95554 37.538659, 126.955485 37.538657, 126.955429 37.538659, 126.955374 37.538666, 126.955321 37.538676, 126.955268 37.538691, 126.955218 37.53871, 126.95517 37.538733, 126.955126 37.538759, 126.955085 37.538789, 126.955047 37.538822, 126.955014 37.538857, 126.954986 37.538895, 126.954962 37.538935, 126.954943 37.538977, 126.95493 37.539019, 126.954922 37.539063, 126.954919 37.539107, 126.954921 37.539151, 126.95493 37.539195, 126.954943 37.539238, 126.954962 37.53928, 126.954985 37.53932, 126.955014 37.539358, 126.955047 37.539393, 126.955084 37.539426, 126.955125 37.539456, 126.95517 37.539482, 126.955218 37.539505, 126.955268 37.539524, 126.95532 37.539539, 126.955374 37.539549, 126.955429 37.539556, 126.955484 37.539558, 126.95554 37.539556, 126.955595 37.539549, 126.955648 37.539539, 126.955701 37.539524, 126.955751 37.539505, 126.955799 37.539482, 126.955843 37.539456, 126.955884 37.539426, 126.955922 37.539394, 126.955955 37.539358, 126.955983 37.53932, 126.956007 37.53928, 126.956026 37.539239, 126.956039 37.539196, 126.956047 37.539152, 126.95605 37.539108))"
어린이집,점50m,"POLYGON ((127.000711 37.5263, 127.000708 37.526256, 127.0007 37.526212, 127.000687 37.526169, 127.000668 37.526128, 127.000644 37.526088, 127.000616 37.52605, 127.000583 37.526014, 127.000545 37.525982, 127.000504 37.525952, 127.00046 37.525926, 127.000412 37.525903, 127.000362 37.525884, 127.000309 37.525869, 127.000256 37.525858, 127.000201 37.525852, 127.000145 37.52585, 127.00009 37.525852, 127.000035 37.525858, 126.999981 37.525869, 126.999929 37.525884, 126.999879 37.525903, 126.999831 37.525926, 126.999786 37.525952, 126.999745 37.525982, 126.999708 37.526014, 126.999675 37.52605, 126.999646 37.526088, 126.999623 37.526128, 126.999604 37.526169, 126.999591 37.526212, 126.999582 37.526256, 126.99958 37.5263, 126.999582 37.526344, 126.999591 37.526388, 126.999604 37.526431, 126.999623 37.526473, 126.999646 37.526513, 126.999675 37.52655, 126.999708 37.526586, 126.999745 37.526619, 126.999786 37.526648, 126.999831 37.526675, 126.999879 37.526697, 126.999929 37.526716, 126.999981 37.526731, 127.000035 37.526742, 127.00009 37.526748, 127.000145 37.526751, 127.000201 37.526748, 127.000256 37.526742, 127.00031 37.526731, 127.000362 37.526716, 127.000412 37.526697, 127.00046 37.526675, 127.000504 37.526648, 127.000545 37.526619, 127.000583 37.526586, 127.000616 37.52655, 127.000644 37.526513, 127.000668 37.526473, 127.000687 37.526431, 127.0007 37.526388, 127.000708 37.526344, 127.000711 37.5263))"
어린이집,점50m,"POLYGON ((126.963229 37.543616, 126.963226 37.543572, 126.963218 37.543528, 126.963204 37.543485, 126.963186 37.543443, 126.963162 37.543403, 126.963133 37.543365, 126.9631 37.54333, 126.963063 37.543297, 126.963022 37.543267, 126.962977 37.543241, 126.96293 37.543218, 126.96288 37.543199, 126.962827 37.543185, 126.962773 37.543174, 126.962718 37.543167, 126.962663 37.543165, 126.962608 37.543167, 126.962553 37.543174, 126.962499 37.543184, 126.962446 37.543199, 126.962396 37.543218, 126.962349 37.543241, 126.962304 37.543267, 126.962263 37.543297, 126.962226 37.54333, 126.962192 37.543365, 126.962164 37.543403, 126.96214 37.543443, 126.962121 37.543485, 126.962108 37.543528, 126.9621 37.543571, 126.962097 37.543615, 126.9621 37.54366, 126.962108 37.543703, 126.962121 37.543746, 126.96214 37.543788, 126.962164 37.543828, 126.962192 37.543866, 126.962225 37.543901, 126.962263 37.543934, 126.962304 37.543964, 126.962348 37.54399, 126.962396 37.544013, 126.962446 37.544032, 126.962498 37.544047, 126.962552 37.544057, 126.962607 37.544064, 126.962663 37.544066, 126.962718 37.544064, 126.962773 37.544057, 126.962827 37.544047, 126.962879 37.544032, 126.962929 37.544013, 126.962977 37.54399, 126.963022 37.543964, 126.963063 37.543934, 126.9631 37.543902, 126.963133 37.543866, 126.963162 37.543828, 126.963185 37.543788, 126.963204 37.543747, 126.963218 37.543704, 126.963226 37.54366, 126.963229 37.543616))"
어린이집,점50m,"POLYGON ((126.97924 37.520005, 126.979237 37.519961, 126.979229 37.519917, 126.979216 37.519874, 126.979197 37.519832, 126.979173 37.519792, 126.979145 37.519754, 126.979112 37.519719, 126.979075 37.519686, 126.979033 37.519656, 126.978989 37.51963, 126.978941 37.519607, 126.978891 37.519588, 126.978839 37.519574, 126.978785 37.519563, 126.97873 37.519556, 126.978675 37.519554, 126.978619 37.519556, 126.978564 37.519563, 126.97851 37.519574, 126.978458 37.519588, 126.978408 37.519607, 126.97836 37.51963, 126.978316 37.519656, 126.978275 37.519686, 126.978237 37.519719, 126.978204 37.519754, 126.978176 37.519792, 126.978152 37.519832, 126.978133 37.519874, 126.97812 37.519917, 126.978112 37.51996, 126.978109 37.520005, 126.978112 37.520049, 126.97812 37.520092, 126.978133 37.520135, 126.978152 37.520177, 126.978176 37.520217, 126.978204 37.520255, 126.978237 37.52029, 126.978274 37.520323, 126.978316 37.520353, 126.97836 37.520379, 126.978408 37.520402, 126.978458 37.520421, 126.97851 37.520436, 126.978564 37.520446, 126.978619 37.520453, 126.978674 37.520455, 126.97873 37.520453, 126.978785 37.520447, 126.978839 37.520436, 126.978891 37.520421, 126.978941 37.520402, 126.978989 37.520379, 126.979033 37.520353, 126.979074 37.520323, 126.979112 37.520291, 126.979145 37.520255, 126.979173 37.520217, 126.979197 37.520177, 126.979216 37.520136, 126.979229 37.520093, 126.979237 37.520049, 126.97924 37.520005))"
