시설종류,기준,게이트_WKT
버스정류소,점10m,"POLYGON ((126.972182 37.541823, 126.972182 37.541814, 126.97218 37.541805, 126.972177 37.541797, 126.972174 37.541789, 126.972169 37.541781, 126.972163 37.541773, 126.972156 37.541766, 126.972149 37.541759, 126.972141 37.541753, 126.972132 37.541748, 126.972122 37.541744, 126.972112 37.54174, 126.972102 37.541737, 126.972091 37.541735, 126.97208 37.541733, 126.972069 37.541733, 126.972058 37.541733, 126.972047 37.541735, 126.972036 37.541737, 126.972026 37.54174, 126.972016 37.541744, 126.972006 37.541748, 126.971997 37.541753, 126.971989 37.541759, 126.971982 37.541766, 126.971975 37.541773, 126.971969 37.541781, 126.971964 37.541788, 126.971961 37.541797, 126.971958 37.541805, 126.971956 37.541814, 126.971956 37.541823, 126.971956 37.541832, 126.971958 37.541841, 126.971961 37.541849, 126.971964 37.541857, 126.971969 37.541865, 126.971975 37.541873, 126.971982 37.54188, 126.971989 37.541887, 126.971997 37.541893, 126.972006 37.541898, 126.972016 37.541902, 126.972026 37.541906, 126.972036 37.541909, 126.972047 37.541911, 126.972058 37.541913, 126.972069 37.541913, 126.97208 37.541913, 126.972091 37.541911, 126.972102 37.541909, 126.972112 37.541906, 126.972122 37.541902, 126.972132 37.541898, 126.972141 37.541893, 126.972149 37.541887, 126.972156 37.54188, 126.972163 37.541873, 126.972169 37.541865, 126.972174 37.541858, 126.972177 37.541849, 126.97218 37.541841, 126.972182 37.541832, 126.972182 37.541823))"
버스정류소,점10m,"POLYGON ((126.967463 37.52889, 126.967462 37.528881, 126.967461 37.528872, 126.967458 37.528863, 126.967454 37.528855, 126.96745 37.528847, 126.967444 37.52884, 126.967437 37.528832, 126.96743 37.528826, 126.967422 37.52882, 126.967413 37.528815, 126.967403 37.52881, 126.967393 37.528806, 126.967383 37.528803, 126.967372 37.528801, 126.967361 37.5288, 126.96735 37.528799, 126.967339 37.5288, 126.967328 37.528801, 126.967317 37.528803, 126.967307 37.528806, 126.967297 37.52881, 126.967287 37.528815, 126.967278 37.52882, 126.96727 37.528826, 126.967262 37.528832, 126.967256 37.528839, 126.96725 37.528847, 126.967245 37.528855, 126.967242 37.528863, 126.967239 37.528872, 126.967237 37.528881, 126.967237 37.52889, 126.967237 37.528898, 126.967239 37.528907, 126.967242 37.528916, 126.967245 37.528924, 126.96725 37.528932, 126.967256 37.52894, 126.967262 37.528947, 126.96727 37.528953, 126.967278 37.528959, 126.967287 37.528964, 126.967296 37.528969, 126.967306 37.528973, 126.967317 37.528976, 126.967328 37.528978, 126.967339 37.528979, 126.96735 37.52898, 126.967361 37.528979, 126.967372 37.528978, 126.967383 37.528976, 126.967393 37.528973, 126.967403 37.528969, 126.967413 37.528965, 126.967422 37.528959, 126.96743 37.528953, 126.967437 37.528947, 126.967444 37.52894, 126.96745 37.528932, 126.967454 37.528924, 126.967458 37.528916, 126.967461 37.528907, 126.967462 37.528898, 126.967463 37.52889))"
버스정류소,점10m,"POLYGON ((126.963174 37.532157, 126.963173 37.532148, 126.963171 37.532139, 126.963169 37.532131, 126.963165 37.532122, 126.96316 37.532114, 126.963154 37.532107, 126.963148 37.5321, 126.96314 37.532093, 126.963132 37.532087, 126.963123 37.532082, 126.963114 37.532077, 126.963104 37.532073, 126.963093 37.53207, 126.963083 37.532068, 126.963072 37.532067, 126.96306 37.532067, 126.963049 37.532067, 126.963038 37.532068, 126.963028 37.53207, 126.963017 37.532073, 126.963007 37.532077, 126.962998 37.532082, 126.962989 37.532087, 126.96298 37.532093, 126.962973 37.5321, 126.962966 37.532107, 126.962961 37.532114, 126.962956 37.532122, 126.962952 37.532131, 126.962949 37.532139, 126.962948 37.532148, 126.962947 37.532157, 126.962948 37.532165, 126.962949 37.532174, 126.962952 37.532183, 126.962956 37.532191, 126.962961 37.532199, 126.962966 37.532207, 126.962973 37.532214, 126.96298 37.53222, 126.962989 37.532226, 126.962998 37.532232, 126.963007 37.532236, 126.963017 37.53224, 126.963028 37.532243, 126.963038 37.532245, 126.963049 37.532246, 126.96306 37.532247, 126.963071 37.532246, 126.963082 37.532245, 126.963093 37.532243, 126.963104 37.53224, 126.963114 37.532236, 126.963123 37.532232, 126.963132 37.532226, 126.96314 37.53222, 126.963148 37.532214, 126.963154 37.532207, 126.96316 37.532199, 126.963165 37.532191, 126.963169 37.532183, 126.963171 37.532174, 126.963173 37.532166, 126.963174 37.532157))"
버스정류소,점10m,"POLYGON ((126.964328 37.531808, 126.964327 37.531799, 126.964326 37.53179, 126.964323 37.531782, 126.964319 37.531773, 126.964314 37.531765, 126.964309 37.531758, 126.964302 37.531751, 126.964295 37.531744, 126.964286 37.531738, 126.964277 37.531733, 126.964268 37.531728, 126.964258 37.531725, 126.964247 37.531722, 126.964237 37.53172, 126.964226 37.531718, 126.964215 37.531718, 126.964204 37.531718, 126.964193 37.53172, 126.964182 37.531722, 126.964171 37.531725, 126.964161 37.531728, 126.964152 37.531733, 126.964143 37.531738, 126.964135 37.531744, 126.964127 37.531751, 126.964121 37.531758, 126.964115 37.531765, 126.96411 37.531773, 126.964106 37.531782, 126.964104 37.53179, 126.964102 37.531799, 126.964101 37.531808, 126.964102 37.531817, 126.964104 37.531825, 126.964106 37.531834, 126.96411 37.531842, 126.964115 37.53185, 126.964121 37.531858, 126.964127 37.531865, 126.964135 37.531872, 126.964143 37.531878, 126.964152 37.531883, 126.964161 37.531887, 126.964171 37.531891, 126.964182 37.531894, 126.964192 37.531896, 126.964203 37.531898, 126.964215 37.531898, 126.964226 37.531898, 126.964237 37.531896, 126.964247 37.531894, 126.964258 37.531891, 126.964268 37.531887, 126.964277 37.531883, 126.964286 37.531878, 126.964295 37.531872, 126.964302 37.531865, 126.964309 37.531858, 126.964314 37.53185, 126.964319 37.531842, 126.964323 37.531834, 126.964326 37.531826, 126.964327 37.531817, 126.964328 37.531808))"
버스정류소,점10m,"POLYGON ((126.963684 37.524969, 126.963683 37.52496, 126.963682 37.524951, 126.963679 37.524943, 126.963675 37.524935, 126.96367 37.524927, 126.963665 37.524919, 126.963658 37.524912, 126.963651 37.524905, 126.963643 37.524899, 126.963634 37.524894, 126.963624 37.52489, 126.963614 37.524886, 126.963604 37.524883, 126.963593 37.524881, 126.963582 37.524879, 126.963571 37.524879, 126.96356 37.524879, 126.963549 37.524881, 126.963538 37.524883, 126.963527 37.524886, 126.963517 37.52489, 126.963508 37.524894, 126.963499 37.524899, 126.963491 37.524905, 126.963483 37.524912, 126.963477 37.524919, 126.963471 37.524926, 126.963466 37.524934, 126.963462 37.524943, 126.96346 37.524951, 126.963458 37.52496, 126.963458 37.524969, 126.963458 37.524978, 126.96346 37.524987, 126.963462 37.524995, 126.963466 37.525003, 126.963471 37.525011, 126.963477 37.525019, 126.963483 37.525026, 126.963491 37.525033, 126.963499 37.525039, 126.963508 37.525044, 126.963517 37.525048, 126.963527 37.525052, 126.963538 37.525055, 126.963549 37.525057, 126.96356 37.525059, 126.963571 37.525059, 126.963582 37.525059, 126.963593 37.525057, 126.963603 37.525055, 126.963614 37.525052, 126.963624 37.525048, 126.963634 37.525044, 126.963642 37.525039, 126.963651 37.525033, 126.963658 37.525026, 126.963665 37.525019, 126.96367 37.525011, 126.963675 37.525004, 126.963679 37.524995, 126.963682 37.524987, 126.963683 37.524978, 126.963684 37.524969))"
버스정류소,점10m,"POLYGON ((126.969454 37.552474, 126.969453 37.552465, 126.969452 37.552457, 126.969449 37.552448, 126.969445 37.55244, 126.96944 37.552432, 126.969435 37.552424, 126.969428 37.552417, 126.969421 37.552411, 126.969412 37.552405, 126.969403 37.552399, 126.969394 37.552395, 126.969384 37.552391, 126.969373 37.552388, 126.969363 37.552386, 126.969352 37.552385, 126.969341 37.552384, 126.969329 37.552385, 126.969318 37.552386, 126.969308 37.552388, 126.969297 37.552391, 126.969287 37.552395, 126.969278 37.552399, 126.969269 37.552405, 126.969261 37.552411, 126.969253 37.552417, 126.969246 37.552424, 126.969241 37.552432, 126.969236 37.55244, 126.969232 37.552448, 126.96923 37.552457, 126.969228 37.552465, 126.969227 37.552474, 126.969228 37.552483, 126.969229 37.552492, 126.969232 37.5525, 126.969236 37.552509, 126.969241 37.552517, 126.969246 37.552524, 126.969253 37.552531, 126.96926 37.552538, 126.969269 37.552544, 126.969278 37.552549, 126.969287 37.552554, 126.969297 37.552558, 126.969308 37.552561, 126.969318 37.552563, 126.969329 37.552564, 126.96934 37.552564, 126.969352 37.552564, 126.969363 37.552563, 126.969373 37.552561, 126.969384 37.552558, 126.969394 37.552554, 126.969403 37.552549, 126.969412 37.552544, 126.96942 37.552538, 126.969428 37.552531, 126.969435 37.552524, 126.96944 37.552517, 126.969445 37.552509, 126.969449 37.5525, 126.969451 37.552492, 126.969453 37.552483, 126.969454 37.552474))"
버스정류소,점10m,"POLYGON ((126.969335 37.551671, 126.969335 37.551662, 126.969333 37.551653, 126.96933 37.551644, 126.969327 37.551636, 126.969322 37.551628, 126.969316 37.55162, 126.96931 37.551613, 126.969302 37.551607, 126.969294 37.551601, 126.969285 37.551596, 126.969275 37.551591, 126.969265 37.551587, 126.969255 37.551584, 126.969244 37.551582, 126.969233 37.551581, 126.969222 37.55158, 126.969211 37.551581, 126.9692 37.551582, 126.969189 37.551584, 126.969179 37.551587, 126.969169 37.551591, 126.969159 37.551596, 126.96915 37.551601, 126.969142 37.551607, 126.969135 37.551613, 126.969128 37.55162, 126.969122 37.551628, 126.969117 37.551636, 126.969114 37.551644, 126.969111 37.551653, 126.969109 37.551662, 126.969109 37.55167, 126.969109 37.551679, 126.969111 37.551688, 126.969114 37.551697, 126.969117 37.551705, 126.969122 37.551713, 126.969128 37.551721, 126.969134 37.551728, 126.969142 37.551734, 126.96915 37.55174, 126.969159 37.551745, 126.969169 37.55175, 126.969179 37.551754, 126.969189 37.551757, 126.9692 37.551759, 126.969211 37.55176, 126.969222 37.551761, 126.969233 37.55176, 126.969244 37.551759, 126.969255 37.551757, 126.969265 37.551754, 126.969275 37.55175, 126.969285 37.551745, 126.969294 37.55174, 126.969302 37.551734, 126.969309 37.551728, 126.969316 37.551721, 126.969322 37.551713, 126.969327 37.551705, 126.96933 37.551697, 126.969333 37.551688, 126.969335 37.551679, 126.969335 37.551671))"
버스정류소,점10m,"POLYGON ((126.970235 37.548992, 126.970235 37.548983, 126.970233 37.548974, 126.97023 37.548965, 126.970227 37.548957, 126.970222 37.548949, 126.970216 37.548942, 126.970209 37.548934, 126.970202 37.548928, 126.970194 37.548922, 126.970185 37.548917, 126.970175 37.548912, 126.970165 37.548908, 126.970155 37.548905, 126.970144 37.548903, 126.970133 37.548902, 126.970122 37.548902, 126.970111 37.548902, 126.9701 37.548903, 126.970089 37.548905, 126.970079 37.548908, 126.970069 37.548912, 126.970059 37.548917, 126.97005 37.548922, 126.970042 37.548928, 126.970035 37.548934, 126.970028 37.548942, 126.970022 37.548949, 126.970017 37.548957, 126.970014 37.548965, 126.970011 37.548974, 126.970009 37.548983, 126.970009 37.548992, 126.970009 37.549, 126.970011 37.549009, 126.970014 37.549018, 126.970017 37.549026, 126.970022 37.549034, 126.970028 37.549042, 126.970035 37.549049, 126.970042 37.549055, 126.97005 37.549061, 126.970059 37.549067, 126.970069 37.549071, 126.970079 37.549075, 126.970089 37.549078, 126.9701 37.54908, 126.970111 37.549081, 126.970122 37.549082, 126.970133 37.549081, 126.970144 37.54908, 126.970155 37.549078, 126.970165 37.549075, 126.970175 37.549071, 126.970185 37.549067, 126.970194 37.549061, 126.970202 37.549055, 126.970209 37.549049, 126.970216 37.549042, 126.970222 37.549034, 126.970227 37.549026, 126.97023 37.549018, 126.970233 37.549009, 126.970235 37.549, 126.970235 37.548992))"
버스정류소,점10m,"POLYGON ((126.969976 37.548679, 126.969975 37.54867, 126.969974 37.548661, 126.969971 37.548653, 126.969967 37.548645, 126.969962 37.548637, 126.969957 37.548629, 126.96995 37.548622, 126.969943 37.548615, 126.969934 37.548609, 126.969926 37.548604, 126.969916 37.5486, 126.969906 37.548596, 126.969895 37.548593, 126.969885 37.548591, 126.969874 37.548589, 126.969863 37.548589, 126.969852 37.548589, 126.969841 37.548591, 126.96983 37.548593, 126.969819 37.548596, 126.969809 37.5486, 126.9698 37.548604, 126.969791 37.548609, 126.969783 37.548615, 126.969775 37.548622, 126.969769 37.548629, 126.969763 37.548637, 126.969758 37.548645, 126.969754 37.548653, 126.969752 37.548661, 126.96975 37.54867, 126.969749 37.548679, 126.96975 37.548688, 126.969752 37.548697, 126.969754 37.548705, 126.969758 37.548713, 126.969763 37.548721, 126.969768 37.548729, 126.969775 37.548736, 126.969783 37.548743, 126.969791 37.548749, 126.9698 37.548754, 126.969809 37.548758, 126.969819 37.548762, 126.96983 37.548765, 126.96984 37.548767, 126.969851 37.548769, 126.969863 37.548769, 126.969874 37.548769, 126.969885 37.548767, 126.969895 37.548765, 126.969906 37.548762, 126.969916 37.548759, 126.969925 37.548754, 126.969934 37.548749, 126.969943 37.548743, 126.96995 37.548736, 126.969957 37.548729, 126.969962 37.548722, 126.969967 37.548714, 126.969971 37.548705, 126.969974 37.548697, 126.969975 37.548688, 126.969976 37.548679))"
버스정류소,점10m,"POLYGON ((126.97089 37.545381, 126.97089 37.545372, 126.970888 37.545364, 126.970885 37.545355, 126.970882 37.545347, 126.970877 37.545339, 126.970871 37.545331, 126.970865 37.545324, 126.970857 37.545318, 126.970849 37.545312, 126.97084 37.545306, 126.970831 37.545302, 126.970821 37.545298, 126.97081 37.545295, 126.970799 37.545293, 126.970788 37.545292, 126.970777 37.545291, 126.970766 37.545292, 126.970755 37.545293, 126.970744 37.545295, 126.970734 37.545298, 126.970724 37.545302, 126.970714 37.545306, 126.970705 37.545312, 126.970697 37.545318, 126.97069 37.545324, 126.970683 37.545331, 126.970677 37.545339, 126.970673 37.545347, 126.970669 37.545355, 126.970666 37.545364, 126.970665 37.545372, 126.970664 37.545381, 126.970665 37.54539, 126.970666 37.545399, 126.970669 37.545407, 126.970673 37.545416, 126.970677 37.545424, 126.970683 37.545431, 126.97069 37.545438, 126.970697 37.545445, 126.970705 37.545451, 126.970714 37.545456, 126.970724 37.545461, 126.970734 37.545464, 126.970744 37.545467, 126.970755 37.54547, 126.970766 37.545471, 126.970777 37.545471, 126.970788 37.545471, 126.970799 37.54547, 126.97081 37.545467, 126.97082 37.545465, 126.970831 37.545461, 126.97084 37.545456, 126.970849 37.545451, 126.970857 37.545445, 126.970865 37.545438, 126.970871 37.545431, 126.970877 37.545424, 126.970882 37.545416, 126.970885 37.545407, 126.970888 37.545399, 126.97089 37.54539, 126.97089 37.545381))"
버스정류소,점10m,"POLYGON ((126.970532 37.545486, 126.970532 37.545477, 126.97053 37.545469, 126.970527 37.54546, 126.970523 37.545452, 126.970519 37.545444, 126.970513 37.545436, 126.970506 37.545429, 126.970499 37.545422, 126.970491 37.545417, 126.970482 37.545411, 126.970472 37.545407, 126.970462 37.545403, 126.970452 37.5454, 126.970441 37.545398, 126.97043 37.545396, 126.970419 37.545396, 126.970408 37.545396, 126.970397 37.545398, 126.970386 37.5454, 126.970376 37.545403, 126.970366 37.545407, 126.970356 37.545411, 126.970347 37.545416, 126.970339 37.545422, 126.970331 37.545429, 126.970325 37.545436, 126.970319 37.545444, 126.970314 37.545452, 126.970311 37.54546, 126.970308 37.545469, 126.970306 37.545477, 126.970306 37.545486, 126.970306 37.545495, 126.970308 37.545504, 126.970311 37.545512, 126.970314 37.545521, 126.970319 37.545529, 126.970325 37.545536, 126.970331 37.545543, 126.970339 37.54555, 126.970347 37.545556, 126.970356 37.545561, 126.970366 37.545566, 126.970376 37.545569, 126.970386 37.545572, 126.970397 37.545575, 126.970408 37.545576, 126.970419 37.545576, 126.97043 37.545576, 126.970441 37.545575, 126.970452 37.545572, 126.970462 37.545569, 126.970472 37.545566, 126.970482 37.545561, 126.970491 37.545556, 126.970499 37.54555, 126.970506 37.545543, 126.970513 37.545536, 126.970519 37.545529, 126.970523 37.545521, 126.970527 37.545512, 126.97053 37.545504, 126.970532 37.545495, 126.970532 37.545486))"
버스정류소,점10m,"POLYGON ((126.971145 37.540813, 126.971145 37.540804, 126.971143 37.540795, 126.97114 37.540787, 126.971137 37.540779, 126.971132 37.540771, 126.971126 37.540763, 126.971119 37.540756, 126.971112 37.540749, 126.971104 37.540743, 126.971095 37.540738, 126.971085 37.540734, 126.971075 37.54073, 126.971065 37.540727, 126.971054 37.540725, 126.971043 37.540723, 126.971032 37.540723, 126.971021 37.540723, 126.97101 37.540725, 126.970999 37.540727, 126.970989 37.54073, 126.970979 37.540734, 126.970969 37.540738, 126.97096 37.540743, 126.970952 37.540749, 126.970945 37.540756, 126.970938 37.540763, 126.970932 37.540771, 126.970927 37.540778, 126.970924 37.540787, 126.970921 37.540795, 126.970919 37.540804, 126.970919 37.540813, 126.970919 37.540822, 126.970921 37.540831, 126.970924 37.540839, 126.970927 37.540847, 126.970932 37.540855, 126.970938 37.540863, 126.970945 37.54087, 126.970952 37.540877, 126.97096 37.540883, 126.970969 37.540888, 126.970979 37.540892, 126.970989 37.540896, 126.970999 37.540899, 126.97101 37.540901, 126.971021 37.540903, 126.971032 37.540903, 126.971043 37.540903, 126.971054 37.540901, 126.971065 37.540899, 126.971075 37.540896, 126.971085 37.540892, 126.971095 37.540888, 126.971104 37.540883, 126.971112 37.540877, 126.971119 37.54087, 126.971126 37.540863, 126.971132 37.540855, 126.971137 37.540848, 126.97114 37.540839, 126.971143 37.540831, 126.971145 37.540822, 126.971145 37.540813))"
버스정류소,점10m,"POLYGON ((126.970789 37.54057, 126.970789 37.540561, 126.970787 37.540553, 126.970784 37.540544, 126.970781 37.540536, 126.970776 37.540528, 126.97077 37.54052, 126.970764 37.540513, 126.970756 37.540507, 126.970748 37.540501, 126.970739 37.540495, 126.970729 37.540491, 126.970719 37.540487, 126.970709 37.540484, 126.970698 37.540482, 126.970687 37.540481, 126.970676 37.54048, 126.970665 37.540481, 126.970654 37.540482, 126.970643 37.540484, 126.970633 37.540487, 126.970623 37.540491, 126.970613 37.540495, 126.970604 37.540501, 126.970596 37.540507, 126.970589 37.540513, 126.970582 37.54052, 126.970576 37.540528, 126.970572 37.540536, 126.970568 37.540544, 126.970565 37.540553, 126.970563 37.540561, 126.970563 37.54057, 126.970563 37.540579, 126.970565 37.540588, 126.970568 37.540596, 126.970572 37.540605, 126.970576 37.540613, 126.970582 37.54062, 126.970589 37.540627, 126.970596 37.540634, 126.970604 37.54064, 126.970613 37.540645, 126.970623 37.54065, 126.970633 37.540654, 126.970643 37.540656, 126.970654 37.540659, 126.970665 37.54066, 126.970676 37.54066, 126.970687 37.54066, 126.970698 37.540659, 126.970709 37.540656, 126.970719 37.540654, 126.970729 37.54065, 126.970739 37.540645, 126.970748 37.54064, 126.970756 37.540634, 126.970764 37.540627, 126.97077 37.54062, 126.970776 37.540613, 126.970781 37.540605, 126.970784 37.540596, 126.970787 37.540588, 126.970789 37.540579, 126.970789 37.54057))"
버스정류소,점10m,"POLYGON ((126.96614 37.533779, 126.96614 37.53377, 126.966138 37.533762, 126.966135 37.533753, 126.966132 37.533745, 126.966127 37.533737, 126.966121 37.533729, 126.966115 37.533722, 126.966107 37.533716, 126.966099 37.53371, 126.96609 37.533704, 126.96608 37.5337, 126.96607 37.533696, 126.96606 37.533693, 126.966049 37.533691, 126.966038 37.53369, 126.966027 37.533689, 126.966016 37.53369, 126.966005 37.533691, 126.965994 37.533693, 126.965984 37.533696, 126.965974 37.5337, 126.965964 37.533704, 126.965955 37.53371, 126.965947 37.533716, 126.96594 37.533722, 126.965933 37.533729, 126.965927 37.533737, 126.965923 37.533745, 126.965919 37.533753, 126.965916 37.533762, 126.965915 37.53377, 126.965914 37.533779, 126.965915 37.533788, 126.965916 37.533797, 126.965919 37.533805, 126.965923 37.533814, 126.965927 37.533822, 126.965933 37.533829, 126.96594 37.533836, 126.965947 37.533843, 126.965955 37.533849, 126.965964 37.533854, 126.965974 37.533859, 126.965984 37.533862, 126.965994 37.533865, 126.966005 37.533868, 126.966016 37.533869, 126.966027 37.533869, 126.966038 37.533869, 126.966049 37.533868, 126.96606 37.533865, 126.96607 37.533863, 126.96608 37.533859, 126.96609 37.533854, 126.966099 37.533849, 126.966107 37.533843, 126.966115 37.533836, 126.966121 37.533829, 126.966127 37.533822, 126.966132 37.533814, 126.966135 37.533805, 126.966138 37.533797, 126.96614 37.533788, 126.96614 37.533779))"
버스정류소,점10m,"POLYGON ((126.96582 37.533514, 126.96582 37.533505, 126.965818 37.533496, 126.965815 37.533487, 126.965812 37.533479, 126.965807 37.533471, 126.965801 37.533463, 126.965795 37.533456, 126.965787 37.53345, 126.965779 37.533444, 126.96577 37.533439, 126.965761 37.533434, 126.965751 37.53343, 126.96574 37.533427, 126.965729 37.533425, 126.965718 37.533424, 126.965707 37.533423, 126.965696 37.533424, 126.965685 37.533425, 126.965674 37.533427, 126.965664 37.53343, 126.965654 37.533434, 126.965644 37.533439, 126.965635 37.533444, 126.965627 37.53345, 126.96562 37.533456, 126.965613 37.533463, 126.965607 37.533471, 126.965603 37.533479, 126.965599 37.533487, 126.965596 37.533496, 126.965595 37.533505, 126.965594 37.533513, 126.965595 37.533522, 126.965596 37.533531, 126.965599 37.53354, 126.965603 37.533548, 126.965607 37.533556, 126.965613 37.533564, 126.96562 37.533571, 126.965627 37.533577, 126.965635 37.533583, 126.965644 37.533588, 126.965654 37.533593, 126.965664 37.533597, 126.965674 37.5336, 126.965685 37.533602, 126.965696 37.533603, 126.965707 37.533604, 126.965718 37.533603, 126.965729 37.533602, 126.96574 37.5336, 126.96575 37.533597, 126.96576 37.533593, 126.96577 37.533588, 126.965779 37.533583, 126.965787 37.533577, 126.965795 37.533571, 126.965801 37.533564, 126.965807 37.533556, 126.965812 37.533548, 126.965815 37.53354, 126.965818 37.533531, 126.96582 37.533522, 126.96582 37.533514))"
버스정류소,점10m,"POLYGON ((126.962077 37.533273, 126.962077 37.533264, 126.962075 37.533255, 126.962072 37.533246, 126.962069 37.533238, 126.962064 37.53323, 126.962058 37.533222, 126.962052 37.533215, 126.962044 37.533209, 126.962036 37.533203, 126.962027 37.533198, 126.962017 37.533193, 126.962007 37.533189, 126.961997 37.533186, 126.961986 37.533184, 126.961975 37.533183, 126.961964 37.533182, 126.961953 37.533183, 126.961942 37.533184, 126.961931 37.533186, 126.961921 37.533189, 126.961911 37.533193, 126.961901 37.533198, 126.961892 37.533203, 126.961884 37.533209, 126.961877 37.533215, 126.96187 37.533222, 126.961864 37.53323, 126.96186 37.533238, 126.961856 37.533246, 126.961853 37.533255, 126.961852 37.533264, 126.961851 37.533272, 126.961852 37.533281, 126.961853 37.53329, 126.961856 37.533299, 126.96186 37.533307, 126.961864 37.533315, 126.96187 37.533323, 126.961877 37.53333, 126.961884 37.533336, 126.961892 37.533342, 126.961901 37.533347, 126.961911 37.533352, 126.961921 37.533356, 126.961931 37.533359, 126.961942 37.533361, 126.961953 37.533362, 126.961964 37.533363, 126.961975 37.533362, 126.961986 37.533361, 126.961997 37.533359, 126.962007 37.533356, 126.962017 37.533352, 126.962027 37.533347, 126.962036 37.533342, 126.962044 37.533336, 126.962052 37.53333, 126.962058 37.533323, 126.962064 37.533315, 126.962069 37.533307, 126.962072 37.533299, 126.962075 37.53329, 126.962077 37.533281, 126.962077 37.533273))"
버스정류소,점10m,"POLYGON ((126.962282 37.533057, 126.962282 37.533049, 126.96228 37.53304, 126.962277 37.533031, 126.962274 37.533023, 126.962269 37.533015, 126.962263 37.533007, 126.962256 37.533, 126.962249 37.532994, 126.962241 37.532988, 126.962232 37.532983, 126.962222 37.532978, 126.962212 37.532974, 126.962202 37.532971, 126.962191 37.532969, 126.96218 37.532968, 126.962169 37.532967, 126.962158 37.532968, 126.962147 37.532969, 126.962136 37.532971, 126.962126 37.532974, 126.962116 37.532978, 126.962106 37.532982, 126.962097 37.532988, 126.962089 37.532994, 126.962082 37.533, 126.962075 37.533007, 126.962069 37.533015, 126.962064 37.533023, 126.962061 37.533031, 126.962058 37.53304, 126.962056 37.533049, 126.962056 37.533057, 126.962056 37.533066, 126.962058 37.533075, 126.962061 37.533084, 126.962064 37.533092, 126.962069 37.5331, 126.962075 37.533107, 126.962082 37.533115, 126.962089 37.533121, 126.962097 37.533127, 126.962106 37.533132, 126.962116 37.533137, 126.962126 37.533141, 126.962136 37.533144, 126.962147 37.533146, 126.962158 37.533147, 126.962169 37.533148, 126.96218 37.533147, 126.962191 37.533146, 126.962202 37.533144, 126.962212 37.533141, 126.962222 37.533137, 126.962232 37.533132, 126.962241 37.533127, 126.962249 37.533121, 126.962256 37.533115, 126.962263 37.533107, 126.962269 37.5331, 126.962274 37.533092, 126.962277 37.533084, 126.96228 37.533075, 126.962282 37.533066, 126.962282 37.533057))"
버스정류소,점10m,"POLYGON ((126.958438 37.532779, 126.958438 37.53277, 126.958436 37.532762, 126.958433 37.532753, 126.95843 37.532745, 126.958425 37.532737, 126.958419 37.532729, 126.958413 37.532722, 126.958405 37.532715, 126.958397 37.532709, 126.958388 37.532704, 126.958379 37.5327, 126.958369 37.532696, 126.958358 37.532693, 126.958347 37.532691, 126.958336 37.532689, 126.958325 37.532689, 126.958314 37.532689, 126.958303 37.532691, 126.958292 37.532693, 126.958282 37.532696, 126.958272 37.5327, 126.958262 37.532704, 126.958253 37.532709, 126.958245 37.532715, 126.958238 37.532722, 126.958231 37.532729, 126.958225 37.532737, 126.958221 37.532745, 126.958217 37.532753, 126.958214 37.532761, 126.958213 37.53277, 126.958212 37.532779, 126.958213 37.532788, 126.958214 37.532797, 126.958217 37.532805, 126.958221 37.532814, 126.958225 37.532821, 126.958231 37.532829, 126.958238 37.532836, 126.958245 37.532843, 126.958253 37.532849, 126.958262 37.532854, 126.958272 37.532859, 126.958282 37.532862, 126.958292 37.532865, 126.958303 37.532867, 126.958314 37.532869, 126.958325 37.532869, 126.958336 37.532869, 126.958347 37.532867, 126.958358 37.532865, 126.958368 37.532862, 126.958378 37.532859, 126.958388 37.532854, 126.958397 37.532849, 126.958405 37.532843, 126.958413 37.532836, 126.958419 37.532829, 126.958425 37.532822, 126.95843 37.532814, 126.958433 37.532805, 126.958436 37.532797, 126.958438 37.532788, 126.958438 37.532779))"
버스정류소,점10m,"POLYGON ((126.95845 37.533056, 126.958449 37.533047, 126.958447 37.533039, 126.958445 37.53303, 126.958441 37.533022, 126.958436 37.533014, 126.95843 37.533006, 126.958424 37.532999, 126.958416 37.532992, 126.958408 37.532986, 126.958399 37.532981, 126.95839 37.532977, 126.95838 37.532973, 126.958369 37.53297, 126.958359 37.532968, 126.958348 37.532966, 126.958336 37.532966, 126.958325 37.532966, 126.958314 37.532968, 126.958304 37.53297, 126.958293 37.532973, 126.958283 37.532977, 126.958274 37.532981, 126.958265 37.532986, 126.958256 37.532992, 126.958249 37.532999, 126.958242 37.533006, 126.958237 37.533014, 126.958232 37.533022, 126.958228 37.53303, 126.958225 37.533039, 126.958224 37.533047, 126.958223 37.533056, 126.958224 37.533065, 126.958225 37.533074, 126.958228 37.533082, 126.958232 37.533091, 126.958237 37.533099, 126.958242 37.533106, 126.958249 37.533113, 126.958256 37.53312, 126.958265 37.533126, 126.958274 37.533131, 126.958283 37.533136, 126.958293 37.533139, 126.958304 37.533142, 126.958314 37.533144, 126.958325 37.533146, 126.958336 37.533146, 126.958347 37.533146, 126.958358 37.533144, 126.958369 37.533142, 126.95838 37.533139, 126.95839 37.533136, 126.958399 37.533131, 126.958408 37.533126, 126.958416 37.53312, 126.958424 37.533113, 126.95843 37.533106, 126.958436 37.533099, 126.958441 37.533091, 126.958445 37.533082, 126.958447 37.533074, 126.958449 37.533065, 126.95845 37.533056))"
