번호,재산종류,재산구분,소재지(지번),소재지(도로명),지목(공부),대장면적(단위:㎡)
381,토지,일반재산,서울특별시 용산구 갈월동 65-20,,도로,57.80
382,토지,행정재산,서울특별시 용산구 갈월동 65-18,,대,50.10
383,토지,행정재산,서울특별시 용산구 갈월동 65-15,,도로,6.60
384,토지,행정재산,서울특별시 용산구 갈월동 65-14,,도로,16.50
385,토지,행정재산,서울특별시 용산구 갈월동 65-13,,도로,6.60
386,토지,일반재산,서울특별시 용산구 갈월동 34-37,,도로,14.30
387,토지,일반재산,서울특별시 용산구 갈월동 34-32,,도로,7.40
388,토지,일반재산,서울특별시 용산구 갈월동 14-54,,대,17.60
389,토지,행정재산,서울특별시 용산구 갈월동 14-43,,도로,257.20
390,토지,행정재산,서울특별시 용산구 갈월동 14-34,,도로,289.60
391,토지,일반재산,서울특별시 용산구 갈월동 14-21,,대,0.77
392,토지,일반재산,서울특별시 용산구 갈월동 14-16,,대,1.13
393,토지,일반재산,서울특별시 용산구 갈월동 14-3,,대,31.70
394,토지,일반재산,서울특별시 용산구 갈월동 13-6,,대,0.30
395,토지,일반재산,서울특별시 용산구 갈월동 13-5,,대,0.70
396,토지,행정재산,서울특별시 용산구 갈월동 12-4,,도로,5.30
397,토지,행정재산,서울특별시 용산구 갈월동 11-58,,도로,424.50
398,토지,일반재산,서울특별시 용산구 갈월동 11-57,,도로,1.90
399,토지,일반재산,서울특별시 용산구 갈월동 11-43,,대,0.40
400,토지,일반재산,서울특별시 용산구 갈월동 11-31,,대,1.30
401,토지,일반재산,서울특별시 용산구 갈월동 11-26,,대,14.20
402,토지,행정재산,서울특별시 용산구 갈월동 11-19,,도로,8.30
403,토지,일반재산,서울특별시 용산구 갈월동 11-4,,대,11.90
404,토지,행정재산,서울특별시 용산구 갈월동 8-72,,도로,25.10
405,토지,행정재산,서울특별시 용산구 갈월동 8-21,,도로,125.60
406,토지,행정재산,서울특별시 용산구 갈월동 8-18,,도로,90.80
407,토지,행정재산,서울특별시 용산구 갈월동 8-17,,도로,66.10
408,토지,행정재산,서울특별시 용산구 갈월동 8-15,,도로,125.80
409,토지,행정재산,서울특별시 용산구 갈월동 8-11,,도로,909.00
410,토지,일반재산,서울특별시 용산구 갈월동 8-10,,대,2.00
411,토지,일반재산,서울특별시 용산구 갈월동 8-9,,대,5.00
412,토지,일반재산,서울특별시 용산구 갈월동 8-8,,대,3.60
413,토지,일반재산,서울특별시 용산구 갈월동 8-7,,대,4.60
414,토지,일반재산,서울특별시 용산구 갈월동 8-6,,대,3.30
415,토지,행정재산,서울특별시 용산구 갈월동 8-5,,대,0.70
416,토지,일반재산,서울특별시 용산구 갈월동 7-214,,대,7.20
417,토지,일반재산,서울특별시 용산구 갈월동 7-192,,도로,2.00
418,토지,일반재산,서울특별시 용산구 갈월동 14-55,,대,4.05
419,토지,행정재산,서울특별시 용산구 갈월동 14-61,,도로,55.20
420,토지,일반재산,서울특별시 용산구 갈월동 34-31,,대,1.50
421,토지,일반재산,서울특별시 용산구 갈월동 34-25,,도로,0.70
422,토지,일반재산,서울특별시 용산구 갈월동 34-23,,대,2.60
423,토지,일반재산,서울특별시 용산구 갈월동 34-22,,대,5.90
424,토지,일반재산,서울특별시 용산구 갈월동 34-21,,대,1.30
425,토지,행정재산,서울특별시 용산구 갈월동 34-18,,대,6.30
426,토지,일반재산,서울특별시 용산구 갈월동 34-12,,대,0.30
427,토지,행정재산,서울특별시 용산구 갈월동 34-4,,도로,326.90
428,토지,행정재산,서울특별시 용산구 갈월동 33-3,,도로,29.80
429,토지,일반재산,서울특별시 용산구 갈월동 31-2,,대,1.20
430,토지,일반재산,서울특별시 용산구 갈월동 29-2,,대,2.44
431,토지,일반재산,서울특별시 용산구 갈월동 29-1,,대,24.83
432,토지,일반재산,서울특별시 용산구 갈월동 28-14,,도로,17.50
433,토지,일반재산,서울특별시 용산구 갈월동 28-5,,대,3.30
434,토지,행정재산,서울특별시 용산구 갈월동 27-1,,도로,7.60
435,토지,일반재산,서울특별시 용산구 갈월동 26-4,,대,0.70
436,토지,일반재산,서울특별시 용산구 갈월동 25-3,,대,22.80
437,토지,일반재산,서울특별시 용산구 갈월동 24-7,,도로,1.60
438,토지,일반재산,서울특별시 용산구 갈월동 24-2,,도로,1.00
439,토지,행정재산,서울특별시 용산구 갈월동 24-1,,대,4.10
440,토지,일반재산,서울특별시 용산구 갈월동 14-117,,대,1.70
441,토지,일반재산,서울특별시 용산구 갈월동 14-115,,도로,57.60
442,토지,행정재산,서울특별시 용산구 갈월동 14-110,,도로,1.60
443,토지,행정재산,서울특별시 용산구 갈월동 14-109,,도로,42.00
444,토지,행정재산,서울특별시 용산구 갈월동 14-107,,대,4.40
445,토지,일반재산,서울특별시 용산구 갈월동 14-92,,도로,9.90
446,토지,일반재산,서울특별시 용산구 갈월동 14-88,,도로,122.20
447,토지,행정재산,서울특별시 용산구 갈월동 14-74,,도로,135.50
448,토지,행정재산,서울특별시 용산구 갈월동 14-65,,도로,272.40
449,토지,행정재산,서울특별시 용산구 갈월동 14-63,,대,23.10
450,토지,행정재산,서울특별시 용산구 갈월동 101-7,,도로,757.00
451,토지,행정재산,서울특별시 용산구 서계동 266-1,,대,6.60
452,토지,행정재산,서울특별시 용산구 남영동 16-12,,대,7.90
453,토지,일반재산,서울특별시 용산구 남영동 94-5,,도로,16.50
454,토지,행정재산,서울특별시 용산구 남영동 14-5,,도로,8.60
455,토지,행정재산,서울특별시 용산구 남영동 13-8,,대,4.00
456,토지,행정재산,서울특별시 용산구 남영동 13-4,,도로,9.60
457,토지,행정재산,서울특별시 용산구 남영동 96-1,,도로,13.20
458,토지,행정재산,서울특별시 용산구 남영동 97-4,,대,10.60
459,토지,행정재산,서울특별시 용산구 남영동 98-4,,도로,29.80
460,토지,행정재산,서울특별시 용산구 남영동 100,,도로,16.50
461,토지,행정재산,서울특별시 용산구 남영동 1,,도로,218.20
462,토지,행정재산,서울특별시 용산구 남영동 102-8,,도로,16.50
463,토지,행정재산,서울특별시 용산구 남영동 122-2,,대,16.50
464,토지,행정재산,서울특별시 용산구 남영동 122-11,,대,4.00
465,토지,일반재산,서울특별시 용산구 갈월동 101-60,,대,4.90
466,토지,일반재산,서울특별시 용산구 남영동 132,,대,9.90
467,토지,일반재산,서울특별시 용산구 남영동 133,,대,9.90
468,토지,일반재산,서울특별시 용산구 남영동 134,,대,9.90
469,토지,일반재산,서울특별시 용산구 남영동 135,,대,9.90
470,토지,행정재산,서울특별시 용산구 남영동 92-3,,도로,19.50
471,토지,행정재산,서울특별시 용산구 남영동 84-3,,도로,23.10
472,토지,일반재산,서울특별시 용산구 남영동 80-5,,대,13.20
473,토지,행정재산,서울특별시 용산구 남영동 52-3,,대,19.80
474,토지,일반재산,서울특별시 용산구 남영동 57-6,,대,1.30
475,토지,행정재산,서울특별시 용산구 남영동 58-6,,도로,13.20
476,토지,행정재산,서울특별시 용산구 남영동 47-5,,대,5.60
477,토지,일반재산,서울특별시 용산구 남영동 37-5,,대,3.30
478,토지,일반재산,서울특별시 용산구 남영동 37-3,,대,2.30
479,토지,일반재산,서울특별시 용산구 남영동 37-2,,대,13.20
480,토지,행정재산,서울특별시 용산구 남영동 33-5,,도로,23.10
481,토지,일반재산,서울특별시 용산구 남영동 29-18,,대,8.20
482,토지,일반재산,서울특별시 용산구 남영동 60-4,,대,17.50
483,토지,일반재산,서울특별시 용산구 남영동 61-8,,대,6.60
484,토지,행정재산,서울특별시 용산구 남영동 64-2,,도로,30.10
485,토지,행정재산,서울특별시 용산구 남영동 70-3,,도로,13.20
486,토지,일반재산,서울특별시 용산구 남영동 22,,대,6.60
487,토지,행정재산,서울특별시 용산구 남영동 70-5,,도로,13.20
488,토지,행정재산,서울특별시 용산구 남영동 71-1,,대,6.90
489,토지,일반재산,서울특별시 용산구 남영동 71-7,,대,9.60
490,토지,행정재산,서울특별시 용산구 남영동 78-2,,도로,45.30
491,토지,행정재산,서울특별시 용산구 용산동1가 2-1,,구거,446.30
492,토지,행정재산,서울특별시 용산구 용산동1가 8-3,,도로,519.00
493,토지,행정재산,서울특별시 용산구 남영동 51-4,,도로,18.50
494,토지,행정재산,서울특별시 용산구 동자동 3-18,,대,19.80
495,토지,일반재산,서울특별시 용산구 동자동 1-36,,도로,0.70
496,토지,행정재산,서울특별시 용산구 동자동 1-44,,도로,56.20
497,토지,일반재산,서울특별시 용산구 동자동 1-15,,대,45.60
498,토지,일반재산,서울특별시 용산구 동자동 5-15,,대,132.50
499,토지,일반재산,서울특별시 용산구 동자동 3-22,,대,8.60
500,토지,행정재산,서울특별시 용산구 동자동 1-45,,도로,26.40
501,토지,일반재산,서울특별시 용산구 동자동 7-21,,대,1.30
502,토지,일반재산,서울특별시 용산구 동자동 1-50,,대,0.30
503,토지,행정재산,서울특별시 용산구 동자동 1-13,,도로,673.00
504,토지,일반재산,서울특별시 용산구 동자동 7-23,,대,13.90
505,토지,행정재산,서울특별시 용산구 동자동 1-3,,도로,900.00
506,토지,일반재산,서울특별시 용산구 동자동 7-26,,대,1.30
507,토지,일반재산,서울특별시 용산구 동자동 1-28,,도로,3.30
508,토지,행정재산,서울특별시 용산구 동자동 1-29,,도로,29.80
509,토지,행정재산,서울특별시 용산구 동자동 1-46,,도로,65.80
510,토지,일반재산,서울특별시 용산구 동자동 7-27,,대,8.90
511,토지,일반재산,서울특별시 용산구 동자동 1-16,,대,25.10
512,토지,일반재산,서울특별시 용산구 효창동 10-1,,대,80.50
513,토지,일반재산,서울특별시 용산구 효창동 6-82,,도로,1.80
514,토지,일반재산,서울특별시 용산구 효창동 12-14,,도로,"1,309.00"
515,토지,일반재산,서울특별시 용산구 원효로3가 25-4,,대,56.20
516,토지,일반재산,서울특별시 용산구 효창동 170-4,,도로,4.30
517,토지,행정재산,서울특별시 용산구 효창동 169-15,,도로,13.70
518,토지,행정재산,서울특별시 용산구 효창동 169-4,,도로,58.50
519,토지,행정재산,서울특별시 용산구 효창동 167-6,,도로,6.90
520,토지,행정재산,서울특별시 용산구 효창동 166-3,,도로,8.60
521,토지,일반재산,서울특별시 용산구 효창동 155-3,,도로,23.50
522,토지,일반재산,서울특별시 용산구 효창동 155-2,,대,2.19
523,토지,행정재산,서울특별시 용산구 효창동 152-9,,도로,6.60
524,토지,행정재산,서울특별시 용산구 효창동 152-4,,도로,5.10
525,토지,일반재산,서울특별시 용산구 효창동 142-4,,도로,0.50
526,토지,일반재산,서울특별시 용산구 효창동 142-3,,도로,1.50
527,토지,일반재산,서울특별시 용산구 효창동 126-26,,대,3.60
528,토지,일반재산,서울특별시 용산구 효창동 126-24,,대,14.70
529,토지,행정재산,서울특별시 용산구 효창동 126-17,,학교용지,51.60
530,토지,일반재산,서울특별시 용산구 효창동 126-16,,대,16.50
531,토지,일반재산,서울특별시 용산구 효창동 126-15,,대,59.20
532,토지,일반재산,서울특별시 용산구 효창동 126-10,,대,60.10
533,토지,일반재산,서울특별시 용산구 효창동 126-9,,도로,88.60
534,토지,일반재산,서울특별시 용산구 효창동 126-8,,대,39.20
535,토지,행정재산,서울특별시 용산구 효창동 75-4,,도로,18.80
536,토지,행정재산,서울특별시 용산구 효창동 74-6,,도로,70.40
537,토지,행정재산,서울특별시 용산구 효창동 73-6,,도로,38.90
538,토지,일반재산,서울특별시 용산구 효창동 71-1,,도로,53.90
539,토지,행정재산,서울특별시 용산구 효창동 49-11,,도로,77.70
540,토지,일반재산,서울특별시 용산구 효창동 12-32,,도로,426.00
541,토지,일반재산,서울특별시 용산구 효창동 12-25,,도로,15.60
542,토지,일반재산,서울특별시 용산구 효창동 6-53,,대,9.90
543,토지,일반재산,서울특별시 용산구 효창동 6-4,,도로,26.10
544,토지,일반재산,서울특별시 용산구 효창동 5-789,,도로,113.90
545,토지,일반재산,서울특별시 용산구 효창동 5-424,,도로,16.50
546,토지,일반재산,서울특별시 용산구 효창동 5-419,,철도용지,95.90
547,토지,일반재산,서울특별시 용산구 효창동 5-414,,도로,13.20
548,토지,일반재산,서울특별시 용산구 효창동 5-405,,도로,46.30
549,토지,일반재산,서울특별시 용산구 효창동 5-404,,철도용지,43.00
550,토지,일반재산,서울특별시 용산구 효창동 5-403,,대,17.30
551,토지,일반재산,서울특별시 용산구 효창동 5-402,,도로,28.80
552,토지,일반재산,서울특별시 용산구 효창동 5-399,,도로,5.60
553,토지,일반재산,서울특별시 용산구 효창동 5-389,,대,37.10
554,토지,일반재산,서울특별시 용산구 효창동 5-376,,대,28.40
555,토지,일반재산,서울특별시 용산구 효창동 5-375,,도로,29.10
556,토지,일반재산,서울특별시 용산구 효창동 5-346,,대,7.00
557,토지,일반재산,서울특별시 용산구 효창동 5-337,,대,96.50
558,토지,일반재산,서울특별시 용산구 효창동 5-325,,철도용지,38.70
559,토지,행정재산,서울특별시 용산구 효창동 5-280,,도로,291.20
560,토지,일반재산,서울특별시 용산구 효창동 5-248,,대,2.80
561,토지,일반재산,서울특별시 용산구 효창동 5-225,,철도용지,43.00
562,토지,일반재산,서울특별시 용산구 효창동 5-168,,철도용지,77.40
563,토지,행정재산,서울특별시 용산구 효창동 5-101,,도로,119.00
564,토지,행정재산,서울특별시 용산구 효창동 5-62,,학교용지,948.80
